wk,n,anger,share_angry,anger_dem,anger_rep,n_dem,n_rep,disgust,fear,sadness,joy,baseline,excess,spike_score,dem_excess,rep_excess
2025-06-16,6513,0.40802686252675147,0.41102410563488406,0.47192649951388993,0.3478022272260865,2991.0,3466.0,0.3774479967989565,0.21871091764973374,0.1361418517101107,0.390221217919206,0.4364130201400777,-0.028386157613326246,-0.6381783722211644,-0.05150957904938974,0.0008539061269322024
2025-06-23,8635,0.4512670174359706,0.4627678054429647,0.563866212005283,0.3469483210991543,4071.0,4505.0,0.41909113054815733,0.1948381120977534,0.15314767925499076,0.3574564083063027,0.4364130201400777,0.014853997295892873,0.34612421064975146,0.0404301334420033,0.0
2025-06-30,9193,0.4652433746479562,0.4743826824757968,0.6445070808380002,0.2779833384617367,4657.0,4490.0,0.44086030105128476,0.14212672862693437,0.19196392405400495,0.37568016213017513,0.4364130201400777,0.028830354507878464,0.6757727400724787,0.12774773310493803,-0.06896498263741763
2025-07-07,6578,0.43343151307996963,0.4434478564913348,0.5093091211826343,0.3651976740265797,3037.0,3500.0,0.415920259037479,0.20884235464685616,0.1913034117729798,0.3536810307703628,0.43343151307996963,0.0,0.0,0.0,0.01824935292742541
2025-07-14,8144,0.4540049341734941,0.46488212180746563,0.5454104800049234,0.36671660338260775,3897.0,4196.0,0.43363643481411235,0.19356992570390036,0.17057405727381877,0.34276845285550955,0.43343151307996963,0.020573421093524447,0.504858939394821,0.036101358822289153,0.019768282283453453
2025-07-21,7441,0.42968824344798934,0.4398602338395377,0.5234360785632797,0.33894941561044933,3591.0,3806.0,0.4112658891076528,0.18181298761084744,0.1638617368384709,0.3644855616479612,0.42968824344798934,0.0,0.0,0.014290813780478362,0.0
2025-07-28,6949,0.4364130201400777,0.44984889912217585,0.5091452647828013,0.35818456192787,3533.0,3369.0,0.4156051432265695,0.18570456513357672,0.17358538170048535,0.36972154006610575,0.4106306228029202,0.025782397337157537,0.6383041431427446,0.004098977893609246,0.02594208961549338
2025-08-04,5986,0.3738839924494953,0.3767123287671233,0.44204295261518617,0.2934393634180389,3094.0,2843.0,0.35545852802528305,0.17557097550811707,0.15480802158281803,0.43299792103781004,0.4106306228029202,-0.0367466303534249,-0.9069385651945603,-0.0630033342740059,-0.025021110737642682
2025-08-11,5881,0.4023461826325389,0.41217480020404695,0.4853247696631391,0.3164840501055942,2882.0,2950.0,0.37977761677577976,0.18412983843855132,0.1494895655375504,0.41660338984632916,0.4106306228029202,-0.008284440170381269,-0.20536390046449712,-0.019721517226052976,-0.0019764240500873553
2025-08-18,5803,0.37409115371997426,0.376357056694813,0.4560649491653305,0.29022304633998464,2824.0,2925.0,0.3539567852699168,0.1727725903424716,0.1428773491382573,0.44286687984595896,0.4106306228029202,-0.03653946908294592,-0.9035653018016251,-0.04898133772386154,-0.042019425972392
