cycle,weeks_to_election,n,anger,share_angry,negative,anger_dev
2022,23,7156,0.3040008747628346,0.2994689770821688,0.29787414770142856,-0.006509939439047485
2022,24,9947,0.34745277030161936,0.3485473006936765,0.3048471878151529,0.03694195609973727
2022,25,11474,0.3510651689070912,0.35210040090639705,0.30258981205070257,0.04055435470520913
2022,26,9796,0.2897998472698879,0.28174765210289915,0.23710441072732175,-0.0207109669319942
2022,27,10671,0.3426465322977893,0.3393308968231656,0.2749668970418381,0.032135718095907206
2022,28,8559,0.2826145978398357,0.2740974412898703,0.2314431334963089,-0.027896216362046367
2022,29,8162,0.27974910108124734,0.2765253614310218,0.2152096725457613,-0.03076171312063475
2022,30,9914,0.3322208270808251,0.32711317329029654,0.2623830724735657,0.02171001287894303
2022,31,11393,0.32713441158714585,0.3203721583428421,0.25925738845850715,0.016623597385263755
2022,32,10034,0.30725371911553734,0.30506278652581226,0.23277073658513567,-0.0032570950863447523
2022,33,11014,0.31164857958256925,0.3072453241329217,0.226334554657733,0.0011377653806871613
2022,34,11333,0.3482409760550793,0.34880437659931174,0.2662710082942675,0.03773016185319722
2022,35,14585,0.35382399963874933,0.3523483030510799,0.24556223418337958,0.04331318543686724
2022,36,12710,0.40092766724640827,0.4115656963021243,0.28982478743114043,0.09041685304452618
2022,37,8736,0.3353808540490545,0.3349358974358974,0.26184145938348413,0.024870039847172398
2022,38,10330,0.34014148655611687,0.33862536302032914,0.2734172129862926,0.029630672354234777
2022,39,11726,0.34627893718478797,0.3427426232304281,0.27647215620004695,0.03576812298290588
2022,40,10166,0.2921420002112073,0.2837891009246508,0.24151165681697637,-0.018368813990674804
2022,41,10599,0.3355492527115526,0.3308802717237475,0.2656792728345905,0.025038438509670524
2022,42,10096,0.3282018426892723,0.3216125198098257,0.2564906531270617,0.017691028487390237
