year,party,hour_local,n,anger,share_angry,negative,disgust,joy,optimism,fear,sadness,anger_se,anger_dev
2024,Republican,0,304,0.37496857413727985,0.3782894736842105,0.3070507506337507,0.36564909762359765,0.3674227846832333,0.3936040658843826,0.1417195697324228,0.1600515786052902,0.022085974908713633,-0.036689784995412755
2024,Republican,1,501,0.3901508721288762,0.3852295409181637,0.3054208377066687,0.3824116568436136,0.35737372650588284,0.3828014061617072,0.1418293573244841,0.15413365029672277,0.01763781891901784,-0.021507487003816383
2024,Republican,2,1313,0.3907516207843905,0.392993145468393,0.30263988637671824,0.37813751909403753,0.37440751396191946,0.41742154211337873,0.17097688528020374,0.14905760408877783,0.010809580924185349,-0.02090673834830209
2024,Republican,3,2611,0.41798658361562147,0.4243584833397166,0.33065319742065935,0.40327691914811903,0.368109928271389,0.42014719907812165,0.1917823826808023,0.16021020366635128,0.007845777889221334,0.006328224482928857
2024,Republican,4,4247,0.4084152919698611,0.4125264892865552,0.31937874849551395,0.39420452750182033,0.365635091181005,0.4328915987017735,0.18418291216149965,0.15630176237867438,0.006107317056378942,-0.0032430671628315144
2024,Republican,5,5728,0.42177999887835593,0.43610335195530725,0.33060551333470134,0.40609458213687977,0.3516079441133471,0.4265473740634361,0.1933922976417683,0.1577477205685189,0.005240510021473309,0.010121639745663324
2024,Republican,6,6625,0.42899473873849187,0.43849056603773584,0.3417671403551193,0.4153727231455159,0.3444757766876862,0.41325733792648284,0.1981572288946723,0.1607772296447096,0.004923871417921553,0.017336379605799257
2024,Republican,7,8220,0.40818651124544403,0.4187347931873479,0.3263426248884761,0.3967448408158559,0.36765020725735376,0.4300925502601168,0.19966975219152333,0.16374916558690966,0.004403130241850059,-0.0034718478872485803
2024,Republican,8,12039,0.3984042371608559,0.40850568984134894,0.3252204647757101,0.3880107632070558,0.37577423851369085,0.4455236431956353,0.2078820597469749,0.16689541540563105,0.003630151924479018,-0.01325412197183673
2024,Republican,9,15818,0.3917772794374313,0.4039701605765583,0.3198552153125269,0.381294068405062,0.3881351843105721,0.4588977782574033,0.20909783337736274,0.1631852093472465,0.0031572633262614783,-0.019881079695261317
2024,Republican,10,16631,0.41036929820687357,0.42276471649329567,0.33157536843502367,0.398040466255903,0.3752109527712881,0.44593739245563124,0.20982084425075978,0.16497498809751793,0.0031055377656565115,-0.001289060925819041
2024,Republican,11,16283,0.41436435255923076,0.42885217711723883,0.3391278943696338,0.40348052312356597,0.36786193639790804,0.44177209806530093,0.2132246512139511,0.16728560128778577,0.0031329486177731325,0.0027059934265381558
2024,Republican,12,15766,0.41953814388234484,0.4340352657617658,0.33919129488441835,0.4072127819545548,0.36610793766773436,0.4396709046193903,0.20900492598215828,0.16794714728286664,0.003193001577696639,0.00787978474965223
2024,Republican,13,14979,0.41256352188884804,0.42606315508378395,0.3349242160672414,0.4009687889633017,0.37341233193589285,0.4450274240694044,0.2108843473032275,0.16645995663797059,0.0032788795084912783,0.000905162756155431
